Week #,Day of Week,Backup Start Time - Hour of Day,Work-Flow-ID,File Name,Size of Backup (GB),Backup Time (hour)
5,Tuesday,21,work_flow_4,File_28,0.061605452914683834,2
5,Tuesday,21,work_flow_0,File_3,0.30074154656268542,3
5,Tuesday,21,work_flow_0,File_4,0.30043803556153187,3
5,Tuesday,21,work_flow_0,File_2,0.30059528002719382,3
5,Tuesday,21,work_flow_0,File_0,0.29979004443624707,3
5,Tuesday,21,work_flow_0,File_5,0.29695930431570727,3
5,Tuesday,21,work_flow_0,File_1,0.29781124844316598,3
5,Wednesday,1,work_flow_2,File_13,0,0
5,Wednesday,1,work_flow_1,File_9,0,0
5,Wednesday,1,work_flow_1,File_10,0,0
5,Wednesday,1,work_flow_1,File_6,0,0
5,Wednesday,1,work_flow_2,File_16,0,0
5,Wednesday,1,work_flow_3,File_22,0,0
5,Wednesday,1,work_flow_1,File_8,0,0
5,Wednesday,1,work_flow_1,File_7,0,0
5,Wednesday,1,work_flow_2,File_14,0,0
5,Wednesday,1,work_flow_1,File_11,0,0
5,Wednesday,1,work_flow_3,File_23,0,0
5,Wednesday,1,work_flow_2,File_15,0,0
5,Wednesday,1,work_flow_3,File_21,0,0
5,Wednesday,1,work_flow_2,File_12,0,0
5,Wednesday,1,work_flow_3,File_19,0,0
5,Wednesday,1,work_flow_2,File_17,0,0
5,Wednesday,1,work_flow_3,File_18,0.0035861438830388746,1
5,Wednesday,1,work_flow_3,File_20,0.0014967805866053939,1
5,Wednesday,1,work_flow_4,File_29,0.081772841276121666,1
5,Wednesday,1,work_flow_4,File_27,0.078034106346216159,1
5,Wednesday,1,work_flow_4,File_26,0.079293029775557661,1
5,Wednesday,1,work_flow_4,File_25,0.060229216505401695,1
5,Wednesday,1,work_flow_4,File_24,0.041238010871488193,1
5,Wednesday,1,work_flow_4,File_28,0.078455348799605557,1
5,Wednesday,1,work_flow_0,File_3,0.076527448446716134,1
5,Wednesday,1,work_flow_0,File_4,0.078845511953108155,1
5,Wednesday,1,work_flow_0,File_2,0.081295414043586145,1
5,Wednesday,1,work_flow_0,File_0,0.079073547561202689,1
5,Wednesday,1,work_flow_0,File_5,0.059981721792477731,1
5,Wednesday,1,work_flow_0,File_1,0.077806205012402818,1
5,Wednesday,5,work_flow_1,File_9,0,0
5,Wednesday,5,work_flow_1,File_10,0,0
5,Wednesday,5,work_flow_1,File_6,0,0
5,Wednesday,5,work_flow_3,File_22,0,0
5,Wednesday,5,work_flow_1,File_8,0,0
5,Wednesday,5,work_flow_1,File_7,0,0
5,Wednesday,5,work_flow_2,File_14,0,0
5,Wednesday,5,work_flow_1,File_11,0,0
5,Wednesday,5,work_flow_3,File_23,0,0
5,Wednesday,5,work_flow_2,File_15,0,0
5,Wednesday,5,work_flow_3,File_21,0,0
5,Wednesday,5,work_flow_2,File_12,0,0
5,Wednesday,5,work_flow_3,File_19,0,0
5,Wednesday,5,work_flow_2,File_17,0,0
5,Wednesday,5,work_flow_3,File_18,0,0
5,Wednesday,5,work_flow_3,File_20,0,0
5,Wednesday,5,work_flow_2,File_13,0.0020887133166050502,1
5,Wednesday,5,work_flow_2,File_16,0.004965639681463495,1
5,Wednesday,5,work_flow_4,File_29,0.082242735001035183,1
5,Wednesday,5,work_flow_4,File_27,0.081795837349516481,1
5,Wednesday,5,work_flow_4,File_26,0.08268854374593701,1
5,Wednesday,5,work_flow_4,File_25,0.061563695505365189,1
5,Wednesday,5,work_flow_4,File_24,0.079853464330119098,1
5,Wednesday,5,work_flow_4,File_28,0.060170682735836811,1
5,Wednesday,5,work_flow_0,File_3,0.07977801100080989,1
5,Wednesday,5,work_flow_0,File_4,0.07859621786038333,1
5,Wednesday,5,work_flow_0,File_2,0.080170635146968455,1
5,Wednesday,5,work_flow_0,File_0,0.039309611145574561,1
5,Wednesday,5,work_flow_0,File_5,0.080743554967683262,1
5,Wednesday,5,work_flow_0,File_1,0.082702312775384312,1
5,Wednesday,9,work_flow_1,File_9,0,0
5,Wednesday,9,work_flow_1,File_10,0,0
5,Wednesday,9,work_flow_1,File_6,0,0
5,Wednesday,9,work_flow_3,File_22,0,0
5,Wednesday,9,work_flow_1,File_8,0,0
5,Wednesday,9,work_flow_1,File_7,0,0
5,Wednesday,9,work_flow_1,File_11,0,0
5,Wednesday,9,work_flow_3,File_23,0,0
5,Wednesday,9,work_flow_2,File_12,0,0
5,Wednesday,9,work_flow_2,File_17,0,0
5,Wednesday,9,work_flow_3,File_18,0,0
5,Wednesday,9,work_flow_3,File_20,0,0
5,Wednesday,9,work_flow_2,File_13,0,0
5,Wednesday,9,work_flow_2,File_14,0.0021230510575479013,1
5,Wednesday,9,work_flow_2,File_15,0.0029537706607432159,1
5,Wednesday,9,work_flow_3,File_21,0.0039455907360547559,1
5,Wednesday,9,work_flow_3,File_19,0.0017930277600606459,1
5,Wednesday,9,work_flow_2,File_16,0.00067799062623736649,1
5,Wednesday,9,work_flow_4,File_29,0.11893539174092044,1
5,Wednesday,9,work_flow_4,File_27,0.081784010527474096,1
5,Wednesday,9,work_flow_4,File_26,0.10260981922472776,1
5,Wednesday,9,work_flow_4,File_25,0.12200039019107786,1
5,Wednesday,9,work_flow_4,File_24,0.11720193666736092,1
5,Wednesday,9,work_flow_4,File_28,0.1200758983494907,1
5,Wednesday,9,work_flow_0,File_3,0.098761482152541213,1
5,Wednesday,9,work_flow_0,File_4,0.10094622168965059,1
5,Wednesday,9,work_flow_0,File_2,0.10040991570636212,1
5,Wednesday,9,work_flow_0,File_0,0.10220189813107711,1
5,Wednesday,9,work_flow_0,File_5,0.097703648117397207,1
5,Wednesday,9,work_flow_0,File_1,0.099117191275407163,1
5,Wednesday,13,work_flow_1,File_9,0,0
5,Wednesday,13,work_flow_1,File_10,0,0
5,Wednesday,13,work_flow_1,File_6,0,0
5,Wednesday,13,work_flow_1,File_8,0,0
5,Wednesday,13,work_flow_1,File_11,0,0
5,Wednesday,13,work_flow_3,File_20,0,0
5,Wednesday,13,work_flow_2,File_13,0,0
5,Wednesday,13,work_flow_2,File_14,0,0
5,Wednesday,13,work_flow_2,File_15,0,0
5,Wednesday,13,work_flow_3,File_19,0,0
5,Wednesday,13,work_flow_2,File_16,0,0
5,Wednesday,13,work_flow_3,File_22,0.0064939266415233021,1
5,Wednesday,13,work_flow_1,File_7,0.018531939895243439,1
5,Wednesday,13,work_flow_3,File_23,0.0045293170026593273,1
5,Wednesday,13,work_flow_2,File_12,0.00094117162905533189,1
5,Wednesday,13,work_flow_2,File_17,0.0024534722683623019,1
5,Wednesday,13,work_flow_3,File_18,0.004790795319097027,1
5,Wednesday,13,work_flow_3,File_21,0.0012861048641288639,1
5,Wednesday,13,work_flow_4,File_29,0.10451140151223683,1
5,Wednesday,13,work_flow_4,File_27,0.10031863710746589,1
5,Wednesday,13,work_flow_4,File_26,0.10075071290618853,1
5,Wednesday,13,work_flow_4,File_25,0.095646617875583317,1
5,Wednesday,13,work_flow_4,File_24,0.10112826988736177,1
5,Wednesday,13,work_flow_4,File_28,0.10224563307108932,1
5,Wednesday,13,work_flow_0,File_3,0.15722208233259266,2
5,Wednesday,13,work_flow_0,File_4,0.15884310467731383,2
5,Wednesday,13,work_flow_0,File_2,0.15749541638060446,2
5,Wednesday,13,work_flow_0,File_0,0.15991125876235118,2
5,Wednesday,13,work_flow_0,File_5,0.16019991844790143,2
5,Wednesday,13,work_flow_0,File_1,0.16106029829747306,2
5,Wednesday,17,work_flow_1,File_9,0,0
5,Wednesday,17,work_flow_1,File_10,0,0
5,Wednesday,17,work_flow_1,File_6,0,0
5,Wednesday,17,work_flow_1,File_8,0,0
5,Wednesday,17,work_flow_1,File_11,0,0
5,Wednesday,17,work_flow_3,File_20,0,0
5,Wednesday,17,work_flow_2,File_15,0,0
5,Wednesday,17,work_flow_3,File_19,0,0
5,Wednesday,17,work_flow_1,File_7,0,0
5,Wednesday,17,work_flow_2,File_12,0,0
5,Wednesday,17,work_flow_2,File_17,0,0
5,Wednesday,17,work_flow_3,File_18,0,0
5,Wednesday,17,work_flow_3,File_21,0,0
5,Wednesday,17,work_flow_2,File_13,0.0073867138016831474,1
5,Wednesday,17,work_flow_2,File_14,0.0030894877057992456,1
5,Wednesday,17,work_flow_2,File_16,0.0046938478519034134,1
5,Wednesday,17,work_flow_3,File_22,0.0019903150655566177,1
5,Wednesday,17,work_flow_3,File_23,0.0051851671153288429,1
5,Wednesday,17,work_flow_4,File_29,0.083887115263463319,1
5,Wednesday,17,work_flow_4,File_27,0.059416494804315448,1
5,Wednesday,17,work_flow_4,File_26,0.07705250749475602,1
5,Wednesday,17,work_flow_4,File_25,0.080885764243624328,1
5,Wednesday,17,work_flow_4,File_24,0.077835703370195242,1
5,Wednesday,17,work_flow_4,File_28,0.080501398136711061,1
5,Wednesday,17,work_flow_0,File_0,0.15816270222486262,1
5,Wednesday,17,work_flow_0,File_1,0.15487731316001749,1
5,Wednesday,17,work_flow_0,File_3,0.16050322762928088,2
5,Wednesday,17,work_flow_0,File_4,0.15917606035557141,2
5,Wednesday,17,work_flow_0,File_2,0.15982588473058054,2
5,Wednesday,17,work_flow_0,File_5,0.1614416051166036,2
5,Wednesday,21,work_flow_1,File_9,0,0
5,Wednesday,21,work_flow_1,File_10,0,0
5,Wednesday,21,work_flow_1,File_6,0,0
5,Wednesday,21,work_flow_1,File_8,0,0
5,Wednesday,21,work_flow_1,File_11,0,0
5,Wednesday,21,work_flow_3,File_20,0,0
5,Wednesday,21,work_flow_2,File_15,0,0
5,Wednesday,21,work_flow_1,File_7,0,0
5,Wednesday,21,work_flow_2,File_12,0,0
5,Wednesday,21,work_flow_2,File_17,0,0
5,Wednesday,21,work_flow_3,File_18,0,0
5,Wednesday,21,work_flow_3,File_21,0,0
5,Wednesday,21,work_flow_2,File_13,0,0
5,Wednesday,21,work_flow_2,File_14,0,0
5,Wednesday,21,work_flow_3,File_22,0,0
5,Wednesday,21,work_flow_3,File_23,0,0
5,Wednesday,21,work_flow_3,File_19,0.00016161242003142273,1
5,Wednesday,21,work_flow_2,File_16,0.003813980164075274,1
5,Wednesday,21,work_flow_4,File_29,0.08317205352637605,1
5,Wednesday,21,work_flow_4,File_27,0.080059594562277278,1
5,Wednesday,21,work_flow_4,File_26,0.082604382715158464,1
5,Wednesday,21,work_flow_4,File_25,0.080841658623227203,1
5,Wednesday,21,work_flow_4,File_24,0.07724431235543891,1
5,Wednesday,21,work_flow_4,File_28,0.080031548458822474,1
5,Wednesday,21,work_flow_0,File_0,0.13846407451500156,1
5,Wednesday,21,work_flow_0,File_1,0.1415066757599113,1
5,Wednesday,21,work_flow_0,File_3,0.13701204684502608,1
5,Wednesday,21,work_flow_0,File_4,0.14016079637523704,1
5,Wednesday,21,work_flow_0,File_2,0.14281154143164546,1
5,Wednesday,21,work_flow_0,File_5,0.13514807185800709,1
5,Thursday,1,work_flow_1,File_9,0,0
5,Thursday,1,work_flow_1,File_10,0,0
5,Thursday,1,work_flow_1,File_6,0,0
5,Thursday,1,work_flow_1,File_8,0,0
5,Thursday,1,work_flow_1,File_11,0,0
5,Thursday,1,work_flow_1,File_7,0,0
5,Thursday,1,work_flow_2,File_17,0,0
5,Thursday,1,work_flow_3,File_18,0,0
5,Thursday,1,work_flow_3,File_21,0,0
5,Thursday,1,work_flow_3,File_22,0,0
5,Thursday,1,work_flow_3,File_23,0,0
5,Thursday,1,work_flow_3,File_19,0,0
5,Thursday,1,work_flow_3,File_20,0.0033109307212622085,1
5,Thursday,1,work_flow_2,File_15,0.0388108930923255,1
5,Thursday,1,work_flow_2,File_12,0.0015055010613964335,1
5,Thursday,1,work_flow_2,File_13,0.043518673518574864,1
5,Thursday,1,work_flow_2,File_14,0.0020938894504455054,1
5,Thursday,1,work_flow_2,File_16,0.039707467478464036,1
5,Thursday,1,work_flow_4,File_29,0.060159722109019514,1
5,Thursday,1,work_flow_4,File_27,0.081409794959881474,1
5,Thursday,1,work_flow_4,File_26,0.078663140377307816,1
5,Thursday,1,work_flow_4,File_25,0.061045931825362595,1
5,Thursday,1,work_flow_4,File_24,0.060574518043694348,1
5,Thursday,1,work_flow_4,File_28,0.057129841913089244,1
5,Thursday,1,work_flow_0,File_0,0.061699908818760439,1
5,Thursday,1,work_flow_0,File_1,0.077649594338066188,1
5,Thursday,1,work_flow_0,File_3,0.078144511730793342,1
5,Thursday,1,work_flow_0,File_4,0.082586337655784256,1
5,Thursday,1,work_flow_0,File_2,0.079898334127133652,1
5,Thursday,1,work_flow_0,File_5,0.059682796210385448,1
5,Thursday,5,work_flow_1,File_9,0,0
5,Thursday,5,work_flow_1,File_10,0,0
5,Thursday,5,work_flow_1,File_6,0,0
5,Thursday,5,work_flow_1,File_8,0,0
5,Thursday,5,work_flow_1,File_11,0,0
5,Thursday,5,work_flow_1,File_7,0,0
5,Thursday,5,work_flow_3,File_22,0,0
5,Thursday,5,work_flow_2,File_16,0,0
5,Thursday,5,work_flow_2,File_17,0.036964495300192246,1
5,Thursday,5,work_flow_3,File_18,0.0062641861819444427,1
5,Thursday,5,work_flow_3,File_21,0.0025642421011915274,1
5,Thursday,5,work_flow_3,File_23,0.0025131374951716428,1
5,Thursday,5,work_flow_3,File_19,0.020269550033891207,1
5,Thursday,5,work_flow_3,File_20,0.012755848923565811,1
5,Thursday,5,work_flow_2,File_15,0.078437295561098255,1
5,Thursday,5,work_flow_2,File_12,0.041439405538022202,1
5,Thursday,5,work_flow_2,File_13,0.041697233258055036,1
5,Thursday,5,work_flow_2,File_14,0.043004502485203738,1
5,Thursday,5,work_flow_4,File_29,0.077550892046468728,1
5,Thursday,5,work_flow_4,File_27,0.081789596701412989,1
5,Thursday,5,work_flow_4,File_26,0.083666838230421564,1
5,Thursday,5,work_flow_4,File_25,0.082764895670179361,1
5,Thursday,5,work_flow_4,File_24,0.0776484066057678,1
5,Thursday,5,work_flow_4,File_28,0.079511318133378223,1
5,Thursday,5,work_flow_0,File_0,0.042797107108885332,1
5,Thursday,5,work_flow_0,File_1,0.078517959768372114,1
5,Thursday,5,work_flow_0,File_3,0.080949902224802625,1
5,Thursday,5,work_flow_0,File_4,0.083872562386017147,1
5,Thursday,5,work_flow_0,File_2,0.077427553875237157,1
5,Thursday,5,work_flow_0,File_5,0.080437202959441123,1
5,Thursday,9,work_flow_1,File_9,0,0
5,Thursday,9,work_flow_1,File_10,0,0
5,Thursday,9,work_flow_1,File_6,0,0
5,Thursday,9,work_flow_1,File_8,0,0
5,Thursday,9,work_flow_1,File_11,0,0
5,Thursday,9,work_flow_1,File_7,0,0
5,Thursday,9,work_flow_3,File_22,0.010742840771951756,1
5,Thursday,9,work_flow_2,File_16,0.039545711613053106,1
5,Thursday,9,work_flow_2,File_17,0.04023434491009395,1
5,Thursday,9,work_flow_3,File_18,0.0087177573899904753,1
5,Thursday,9,work_flow_3,File_21,0.027175536407849331,1
5,Thursday,9,work_flow_3,File_23,0.010479065827067847,1
5,Thursday,9,work_flow_3,File_19,0.02511596801180873,1
5,Thursday,9,work_flow_3,File_20,0.022183837911497535,1
5,Thursday,9,work_flow_2,File_15,0.037647774261580169,1
5,Thursday,9,work_flow_2,File_12,0.082586238616812579,1
5,Thursday,9,work_flow_2,File_13,0.038936241222228989,1
5,Thursday,9,work_flow_2,File_14,0.11610248122594077,1
5,Thursday,9,work_flow_4,File_29,0.12095638022595073,1
5,Thursday,9,work_flow_4,File_27,0.10008972655650336,1
5,Thursday,9,work_flow_4,File_26,0.11937445453314816,1
5,Thursday,9,work_flow_4,File_25,0.12224873346313156,1
5,Thursday,9,work_flow_4,File_24,0.11949874956649853,1
5,Thursday,9,work_flow_4,File_28,0.11907199382192572,1
5,Thursday,9,work_flow_0,File_0,0.097344680436652911,1
5,Thursday,9,work_flow_0,File_1,0.10103385261086725,1
5,Thursday,9,work_flow_0,File_3,0.10156652750961824,1
5,Thursday,9,work_flow_0,File_4,0.081985551247474475,1
5,Thursday,9,work_flow_0,File_2,0.099613771246661931,1
5,Thursday,9,work_flow_0,File_5,0.09779160981144662,1
5,Thursday,13,work_flow_1,File_8,0,0
5,Thursday,13,work_flow_1,File_11,0,0
5,Thursday,13,work_flow_3,File_21,0,0
5,Thursday,13,work_flow_2,File_13,0,0
5,Thursday,13,work_flow_2,File_14,0,0
5,Thursday,13,work_flow_1,File_9,0.038934502137656563,1
5,Thursday,13,work_flow_1,File_10,0.015226208516179004,1
5,Thursday,13,work_flow_1,File_6,0.021690463740702336,1
5,Thursday,13,work_flow_1,File_7,0.020751135869096476,1
5,Thursday,13,work_flow_3,File_22,0.023854905691604443,1
5,Thursday,13,work_flow_2,File_16,0.038682469543780892,1
5,Thursday,13,work_flow_2,File_17,0.039201893487278372,1
5,Thursday,13,work_flow_3,File_18,0.028196502137942385,1
5,Thursday,13,work_flow_3,File_23,0.034084738961833783,1
5,Thursday,13,work_flow_3,File_19,0.032467576148305137,1
5,Thursday,13,work_flow_3,File_20,0.035164529893663803,1
5,Thursday,13,work_flow_2,File_15,0.041213972964400734,1
5,Thursday,13,work_flow_2,File_12,0.043733136073583256,1
5,Thursday,13,work_flow_4,File_29,0.10318756219906659,1
5,Thursday,13,work_flow_4,File_27,0.099898275747790602,1
5,Thursday,13,work_flow_4,File_26,0.099543720877905223,1
5,Thursday,13,work_flow_4,File_25,0.099618917691802047,1
5,Thursday,13,work_flow_4,File_24,0.058157212980168974,1
5,Thursday,13,work_flow_4,File_28,0.09874234641946554,1
5,Thursday,13,work_flow_0,File_0,0.15925415331606727,2
5,Thursday,13,work_flow_0,File_1,0.1574401822187983,2
5,Thursday,13,work_flow_0,File_3,0.16032183987361995,2
5,Thursday,13,work_flow_0,File_4,0.1617248249396375,2
5,Thursday,13,work_flow_0,File_2,0.16142846752858145,2
5,Thursday,13,work_flow_0,File_5,0.15733604953270561,2
5,Thursday,17,work_flow_1,File_8,0,0
5,Thursday,17,work_flow_1,File_11,0,0
5,Thursday,17,work_flow_1,File_9,0,0
5,Thursday,17,work_flow_1,File_10,0,0
5,Thursday,17,work_flow_1,File_6,0,0
5,Thursday,17,work_flow_1,File_7,0,0
5,Thursday,17,work_flow_3,File_20,0,0
5,Thursday,17,work_flow_3,File_21,0.018487413670100018,1
5,Thursday,17,work_flow_3,File_22,0.031583171468506741,1
5,Thursday,17,work_flow_3,File_18,0.019257378534884795,1
5,Thursday,17,work_flow_3,File_23,0.030009496298633646,1
5,Thursday,17,work_flow_3,File_19,0.032421909449759215,1
5,Thursday,17,work_flow_4,File_29,0.05826553888089693,1
5,Thursday,17,work_flow_4,File_27,0.083306591836712074,1
5,Thursday,17,work_flow_4,File_26,0.084580816702377312,1
5,Thursday,17,work_flow_4,File_25,0.081738524501896115,1
5,Thursday,17,work_flow_4,File_24,0.063356894758407029,1
5,Thursday,17,work_flow_4,File_28,0.078753785361583561,1
5,Thursday,17,work_flow_2,File_13,0.1807624244637499,2
5,Thursday,17,work_flow_2,File_14,0.13770326607523997,2
5,Thursday,17,work_flow_2,File_16,0.14292232147542777,2
5,Thursday,17,work_flow_2,File_17,0.18003452116143961,2
5,Thursday,17,work_flow_2,File_15,0.13713804193216489,2
5,Thursday,17,work_flow_2,File_12,0.14447904473450457,2
5,Thursday,17,work_flow_0,File_0,0.15836096979666514,2
5,Thursday,17,work_flow_0,File_1,0.16025072606928709,2
5,Thursday,17,work_flow_0,File_3,0.16033333554836479,2
5,Thursday,17,work_flow_0,File_4,0.1592124288130646,2
5,Thursday,17,work_flow_0,File_2,0.15957773659324481,2
5,Thursday,17,work_flow_0,File_5,0.16156418531804725,2
5,Thursday,21,work_flow_1,File_8,0,0
5,Thursday,21,work_flow_1,File_11,0,0
5,Thursday,21,work_flow_1,File_9,0,0
5,Thursday,21,work_flow_1,File_10,0,0
5,Thursday,21,work_flow_1,File_6,0,0
5,Thursday,21,work_flow_1,File_7,0,0
5,Thursday,21,work_flow_3,File_22,0,0
5,Thursday,21,work_flow_3,File_19,0,0
5,Thursday,21,work_flow_3,File_20,0.010110438255902221,1
5,Thursday,21,work_flow_3,File_21,0.0085604286162806967,1
5,Thursday,21,work_flow_3,File_18,0.0073264427567723642,1
5,Thursday,21,work_flow_3,File_23,0.0057746871051444042,1
5,Thursday,21,work_flow_4,File_29,0.078887551342410989,1
5,Thursday,21,work_flow_4,File_27,0.080735889319902221,1
5,Thursday,21,work_flow_4,File_26,0.037341820111427435,1
5,Thursday,21,work_flow_4,File_25,0.078854669481406847,1
5,Thursday,21,work_flow_4,File_24,0.078564966917550577,1
5,Thursday,21,work_flow_4,File_28,0.079926784986799823,1
5,Thursday,21,work_flow_2,File_13,0.11206938523082666,1
5,Thursday,21,work_flow_2,File_14,0.11051968085261951,1
5,Thursday,21,work_flow_2,File_16,0.11091654797595937,1
5,Thursday,21,work_flow_2,File_17,0.069760649209284792,1
5,Thursday,21,work_flow_2,File_15,0.070110161123887738,1
5,Thursday,21,work_flow_2,File_12,0.11291996851519853,1
5,Thursday,21,work_flow_0,File_0,0.14185549620975607,2
5,Thursday,21,work_flow_0,File_1,0.13850269458348138,2
5,Thursday,21,work_flow_0,File_3,0.14453553657719095,2
5,Thursday,21,work_flow_0,File_4,0.1398542806851884,2
5,Thursday,21,work_flow_0,File_2,0.13817577160945274,2
5,Thursday,21,work_flow_0,File_5,0.1414465697263067,2
5,Friday,1,work_flow_1,File_8,0,0
5,Friday,1,work_flow_1,File_11,0,0
5,Friday,1,work_flow_1,File_9,0,0
5,Friday,1,work_flow_1,File_10,0,0
5,Friday,1,work_flow_1,File_6,0,0
5,Friday,1,work_flow_1,File_7,0,0
5,Friday,1,work_flow_3,File_18,0,0
5,Friday,1,work_flow_2,File_17,0,0
5,Friday,1,work_flow_3,File_22,0.0085346992946149763,1
5,Friday,1,work_flow_3,File_19,0.0055119754920947787,1
5,Friday,1,work_flow_3,File_20,0.012973685014141655,1
5,Friday,1,work_flow_3,File_21,0.014708303080740764,1
5,Friday,1,work_flow_3,File_23,0.0018450671665444819,1
5,Friday,1,work_flow_2,File_13,0.040373022270068615,1
5,Friday,1,work_flow_2,File_14,0.039700401891411941,1
5,Friday,1,work_flow_4,File_29,0.083002878615363651,2
5,Friday,1,work_flow_4,File_27,0.082952306155381766,2
5,Friday,1,work_flow_4,File_26,0.059279157510740532,2
5,Friday,1,work_flow_4,File_25,0.059995475723897088,2
5,Friday,1,work_flow_4,File_24,0.081428003996152826,2
5,Friday,1,work_flow_4,File_28,0.061078533450463962,2
5,Friday,1,work_flow_2,File_16,0.078671555952121705,2
5,Friday,1,work_flow_2,File_15,0.07882766414904091,2
5,Friday,1,work_flow_2,File_12,0.041970627084919832,2
5,Friday,1,work_flow_0,File_0,0.078090933755175215,2
5,Friday,1,work_flow_0,File_1,0.078821246418515428,2
5,Friday,1,work_flow_0,File_3,0.077232612768495579,2
5,Friday,1,work_flow_0,File_4,0.082320510124606783,2
5,Friday,1,work_flow_0,File_2,0.081094522020724882,2
5,Friday,1,work_flow_0,File_5,0.078379822954069658,2
5,Friday,5,work_flow_1,File_8,0,0
5,Friday,5,work_flow_1,File_11,0,0
5,Friday,5,work_flow_1,File_9,0,0
5,Friday,5,work_flow_1,File_10,0,0
5,Friday,5,work_flow_1,File_6,0,0
5,Friday,5,work_flow_1,File_7,0,0
5,Friday,5,work_flow_3,File_18,0,0
5,Friday,5,work_flow_3,File_22,0,0
5,Friday,5,work_flow_3,File_21,0,0
5,Friday,5,work_flow_2,File_13,0,0
5,Friday,5,work_flow_2,File_16,0,0
5,Friday,5,work_flow_2,File_15,0,0
5,Friday,5,work_flow_2,File_12,0,0
5,Friday,5,work_flow_2,File_17,0.043348426198206579,1
5,Friday,5,work_flow_3,File_19,0.015524131509547382,1
5,Friday,5,work_flow_3,File_20,0.004844257227100815,1
5,Friday,5,work_flow_3,File_23,0.0064538628619616022,1
5,Friday,5,work_flow_4,File_24,0.040820071658849585,1
5,Friday,5,work_flow_2,File_14,0.078137544307760792,2
5,Friday,5,work_flow_4,File_29,0.058355749128693804,2
5,Friday,5,work_flow_4,File_27,0.056555301791574975,2
5,Friday,5,work_flow_4,File_26,0.079343517934601482,2
5,Friday,5,work_flow_4,File_25,0.081791232426640603,2
5,Friday,5,work_flow_4,File_28,0.059451734272528388,2
5,Friday,5,work_flow_0,File_0,0.081528480991723648,2
5,Friday,5,work_flow_0,File_1,0.058590412437417097,2
5,Friday,5,work_flow_0,File_3,0.058697705031639111,2
5,Friday,5,work_flow_0,File_4,0.078469424444267591,2
5,Friday,5,work_flow_0,File_2,0.080254783214783271,2
5,Friday,5,work_flow_0,File_5,0.0808935091933667,2
5,Friday,9,work_flow_1,File_8,0,0
5,Friday,9,work_flow_1,File_11,0,0
5,Friday,9,work_flow_1,File_9,0,0
5,Friday,9,work_flow_1,File_10,0,0
5,Friday,9,work_flow_1,File_6,0,0
5,Friday,9,work_flow_1,File_7,0,0
5,Friday,9,work_flow_2,File_15,0,0
5,Friday,9,work_flow_2,File_17,0,0
5,Friday,9,work_flow_2,File_14,0,0
5,Friday,9,work_flow_3,File_18,0.018099775472002984,1
5,Friday,9,work_flow_3,File_22,0.0023709305147231394,1
5,Friday,9,work_flow_3,File_21,0.016737685703621615,1
5,Friday,9,work_flow_2,File_13,0.042286437922826756,1
5,Friday,9,work_flow_3,File_19,0.0096406466828712432,1
5,Friday,9,work_flow_3,File_20,0.020924645762142327,1
5,Friday,9,work_flow_3,File_23,0.0072022475282413675,1
5,Friday,9,work_flow_2,File_16,0.08280230127351447,2
5,Friday,9,work_flow_0,File_0,0.079887605005505569,2
5,Friday,9,work_flow_0,File_1,0.099796386303484058,2
5,Friday,9,work_flow_0,File_3,0.078149926140569648,2
5,Friday,9,work_flow_0,File_4,0.079508677301701164,2
5,Friday,9,work_flow_0,File_2,0.09961145132895291,2
5,Friday,9,work_flow_0,File_5,0.085381805073077258,2
5,Friday,9,work_flow_2,File_12,0.12266667149141164,3
5,Friday,9,work_flow_4,File_24,0.12090210852985912,3
5,Friday,9,work_flow_4,File_29,0.11976641570714376,3
5,Friday,9,work_flow_4,File_27,0.11867704643523756,3
5,Friday,9,work_flow_4,File_26,0.11980576455655456,3
5,Friday,9,work_flow_4,File_25,0.12028290995264243,3
5,Friday,9,work_flow_4,File_28,0.11878145151276463,3
5,Friday,13,work_flow_1,File_8,0,0
5,Friday,13,work_flow_1,File_11,0,0
5,Friday,13,work_flow_1,File_10,0,0
5,Friday,13,work_flow_1,File_7,0,0
5,Friday,13,work_flow_2,File_14,0,0
5,Friday,13,work_flow_2,File_13,0,0
5,Friday,13,work_flow_3,File_23,0,0
5,Friday,13,work_flow_2,File_16,0,0
5,Friday,13,work_flow_1,File_6,0.018654500122440559,1
5,Friday,13,work_flow_3,File_18,0.016027252807382875,1
5,Friday,13,work_flow_3,File_22,0.0077571449992830683,1
5,Friday,13,work_flow_3,File_21,0.01589622961854948,1
5,Friday,13,work_flow_3,File_19,0.022987284512203776,1
5,Friday,13,work_flow_3,File_20,0.030621027179515849,1
5,Friday,13,work_flow_1,File_9,0.041047313822662329,2
5,Friday,13,work_flow_2,File_15,0.042015669199914799,2
5,Friday,13,work_flow_2,File_17,0.077943951342803547,2
5,Friday,13,work_flow_2,File_12,0.040952223050962216,2
5,Friday,13,work_flow_4,File_27,0.060273535676255333,2
5,Friday,13,work_flow_4,File_26,0.082921578186836528,2
5,Friday,13,work_flow_4,File_28,0.081828964092248824,2
5,Friday,13,work_flow_0,File_0,0.15960184500571009,3
5,Friday,13,work_flow_0,File_1,0.16170894787339135,3
5,Friday,13,work_flow_0,File_3,0.15603620184667408,3
5,Friday,13,work_flow_0,File_4,0.16702937170037346,3
5,Friday,13,work_flow_0,File_2,0.1597132331052758,3
5,Friday,13,work_flow_0,File_5,0.15911275122443194,3
